keyge,word
PIMR129,PIMR129
PIMR136,PIMR136
PIMR148,PIMR148
PIMR150,PIMR150
PIMR168,PIMR168
PIMR173,PIMR173
PIMR188,PIMR188
PIMR190,PIMR190
PIMR191,PIMR191
PIMR196,PIMR196
PIMR201,PIMR201
PIMR213,PIMR213
PIMR214,PIMR214
PIMR51,PIMR51
PIMR60,PIMR60
PIMR62,PIMR62
PIMR63,PIMR63
PIMR65,PIMR65
PIMR75,PIMR75
PIMREG,PIMREG
PIN,PIN
PIN-2,PIN-2
PIN1,PIN1
PIN1P1,PIN1P1
PIN1RT1,PIN1RT1
PIN4,PIN4
PIN4P1,PIN4P1
PINC,PINC
PINCR,PINCR
PINK-1,PINK-1
PINK1,PINK1
PINK1-AS,PINK1-AS
PINLYP,PINLYP
PINS,PINS
PINTA,PINTA
PINX1,PINX1
PIO,PIO
PIP,PIP
PIP4K2A,PIP4K2A
PIP4K2AA,PIP4K2AA
PIP4K2AB,PIP4K2AB
PIP4K2B,PIP4K2B
PIP4K2C,PIP4K2C
PIP4K2CA,PIP4K2CA
PIP4K2CB,PIP4K2CB
PIP4P1,PIP4P1
PIP4P1A,PIP4P1A
PIP4P1B,PIP4P1B
PIP4P2,PIP4P2
PIP5K1A,PIP5K1A
PIP5K1AA,PIP5K1AA
PIP5K1AB,PIP5K1AB
PIP5K1B,PIP5K1B
PIP5K1BA,PIP5K1BA
PIP5K1BB,PIP5K1BB
PIP5K1BOS,PIP5K1BOS
PIP5K1C,PIP5K1C
PIP5K1CA,PIP5K1CA
PIP5K1CB,PIP5K1CB
PIP5K1P1,PIP5K1P1
PIP5K59B,PIP5K59B
PIP5KL1,PIP5KL1
PIPOX,PIPOX
PIPSL,PIPSL
PIR,PIR
PIRA1,PIRA1
PIRA11,PIRA11
PIRA2,PIRA2
PIRA4,PIRA4
PIRA5,PIRA5
PIRA6,PIRA6
PIRA7,PIRA7
PIRB,PIRB
PIRK,PIRK
PIRT,PIRT
PISD,PISD
PISD-PS1,PISD-PS1
PISD-PS2,PISD-PS2
PISD-PS3,PISD-PS3
PISRT1,PISRT1
PIT,PIT
PIT54,PIT54
PITHD1,PITHD1
PITPNA,PITPNA
PITPNA-AS1,PITPNA-AS1
PITPNAA,PITPNAA
PITPNAB,PITPNAB
PITPNB,PITPNB
PITPNB.2,PITPNB.2
PITPNB.2.L,PITPNB.2.L
PITPNBL,PITPNBL
PITPNC1,PITPNC1
PITPNC1B,PITPNC1B
PITPNM1,PITPNM1
PITPNM2,PITPNM2
PITPNM2OS1,PITPNM2OS1
PITPNM3,PITPNM3
PITR-3,PITR-3
PITR-4,PITR-4
PITR-5,PITR-5
PITR-6,PITR-6
PITRM1,PITRM1
PITRM1-AS1,PITRM1-AS1
PITSLRE,PITSLRE
PITX,PITX
PITX1,PITX1
PITX1-AS1,PITX1-AS1
PITX2,PITX2
PITX3,PITX3
PIWI,PIWI
PIWIL1,PIWIL1
PIWIL2,PIWIL2
PIWIL2-DT,PIWIL2-DT
PIWIL3,PIWIL3
PIWIL4,PIWIL4
PIX,PIX
PIX-1,PIX-1
PJA1,PJA1
PJA2,PJA2
PJVK,PJVK
PK,PK
PK1-R,PK1-R
PKA-C1,PKA-C1
PKA-R1,PKA-R1
PKA-R2,PKA-R2
PKC-1,PKC-1
PKC-2,PKC-2
PKC-3,PKC-3
PKC53E,PKC53E
PKC98E,PKC98E
PKD1,PKD1
PKD1A,PKD1A
PKD1B,PKD1B
PKD1L1,PKD1L1
PKD1L1-AS1,PKD1L1-AS1
PKD1L2,PKD1L2
PKD1L2A,PKD1L2A
PKD1L2B,PKD1L2B
PKD1L3,PKD1L3
PKD1P1,PKD1P1
PKD1P3,PKD1P3
PKD1P4,PKD1P4
PKD1P5,PKD1P5
PKD1P6,PKD1P6
PKD1P6-NPIPP1,PKD1P6-NPIPP1
PKD2,PKD2
PKD2L1,PKD2L1
PKD2L2,PKD2L2
PKD3,PKD3
PKDC,PKDC
PKDCC,PKDCC
PKDCC.2,PKDCC.2
PKDCCA,PKDCCA
PKDCCB,PKDCCB
PKDREJ,PKDREJ
PKG-2,PKG-2
PKHD1,PKHD1
PKHD1L1,PKHD1L1
PKHD1L1.1,PKHD1L1.1
PKIA,PKIA
PKIB,PKIB
PKIG,PKIG
PKLR,PKLR
PKM,PKM
PKMA,PKMA
PKMB,PKMB
PKMP3,PKMP3
PKMYT1,PKMYT1
PKN1,PKN1
PKN1A,PKN1A
PKN1B,PKN1B
PKN2,PKN2
PKN2-AS1,PKN2-AS1
PKN3,PKN3
PKNOX1,PKNOX1
PKNOX1.1,PKNOX1.1
PKNOX2,PKNOX2
PKP1,PKP1
PKP1B,PKP1B
PKP2,PKP2
PKP3,PKP3
PKP3A,PKP3A
PKP3B,PKP3B
PKP4,PKP4
PKS-1,PKS-1
PKS1,PKS1
PKZ,PKZ
PLA1A,PLA1A
PLA2,PLA2
PLA2G10,PLA2G10
PLA2G10L,PLA2G10L
PLA2G12A,PLA2G12A
PLA2G12B,PLA2G12B
PLA2G15,PLA2G15
PLA2G16,PLA2G16
PLA2G1B,PLA2G1B
PLA2G2A,PLA2G2A
PLA2G2C,PLA2G2C
PLA2G2D,PLA2G2D
PLA2G2E,PLA2G2E
PLA2G2E.S,PLA2G2E.S
PLA2G2F,PLA2G2F
PLA2G3,PLA2G3
PLA2G4A,PLA2G4A
PLA2G4AA,PLA2G4AA
PLA2G4AB,PLA2G4AB
PLA2G4B,PLA2G4B
PLA2G4C,PLA2G4C
PLA2G4CL1,PLA2G4CL1
PLA2G4D,PLA2G4D
PLA2G4E,PLA2G4E
PLA2G4E-AS1,PLA2G4E-AS1
PLA2G4F,PLA2G4F
PLA2G5,PLA2G5
PLA2G6,PLA2G6
PLA2G7,PLA2G7
PLA2R1,PLA2R1
PLAA,PLAA
PLAAT1,PLAAT1
PLAAT2,PLAAT2
PLAAT3,PLAAT3
PLAAT4,PLAAT4
PLAAT5,PLAAT5
PLAC1,PLAC1
PLAC4,PLAC4
PLAC8,PLAC8
PLAC8.1,PLAC8.1
PLAC8.2,PLAC8.2
PLAC8L1,PLAC8L1
PLAC9,PLAC9
PLAC9P1,PLAC9P1
PLACL2,PLACL2
PLAG1,PLAG1
PLAGL1,PLAGL1
PLAGL2,PLAGL2
PLAGX,PLAGX
PLAK,PLAK
PLAT,PLAT
PLATR10,PLATR10
PLATR14,PLATR14
PLATR21,PLATR21
PLATR22,PLATR22
PLATR25,PLATR25
PLATR26,PLATR26
PLATR27,PLATR27
PLATR4,PLATR4
PLATR8,PLATR8
PLATR9,PLATR9
PLAU,PLAU
PLAUA,PLAUA
PLAUB,PLAUB
PLAUR,PLAUR
PLB1,PLB1
PLBD1,PLBD1
PLBD1-AS1,PLBD1-AS1
PLBD1A,PLBD1A
PLBD1B,PLBD1B
PLBD2,PLBD2
PLC-1,PLC-1
PLC-2,PLC-2
PLC-4,PLC-4
PLCB1,PLCB1
PLCB2,PLCB2
PLCB3,PLCB3
PLCB4,PLCB4
PLCD1,PLCD1
PLCD1A,PLCD1A
PLCD1B,PLCD1B
PLCD3,PLCD3
PLCD3A,PLCD3A
PLCD3B,PLCD3B
PLCD4,PLCD4
PLCD4A,PLCD4A
PLCD4B,PLCD4B
PLCE1,PLCE1
PLCE1-AS1,PLCE1-AS1
PLCE1-AS2,PLCE1-AS2
PLCG1,PLCG1
PLCG1-AS1,PLCG1-AS1
PLCG2,PLCG2
PLCH1,PLCH1
PLCH2,PLCH2
PLCH2A,PLCH2A
PLCH2B,PLCH2B
PLCL1,PLCL1
PLCL2,PLCL2
PLCL2-AS1,PLCL2-AS1
PLCXD1,PLCXD1
PLCXD2,PLCXD2
PLCXD2-AS1,PLCXD2-AS1
PLCXD3,PLCXD3
PLCZ1,PLCZ1
PLD1,PLD1
PLD1A,PLD1A
PLD1B,PLD1B
PLD2,PLD2
PLD3,PLD3
PLD4,PLD4
PLD5,PLD5
PLD5P1,PLD5P1
PLD6,PLD6
PLD7,PLD7
PLDI,PLDI
PLDN,PLDN
PLE,PLE
PLEC,PLEC
PLECA,PLECA
PLECB,PLECB
PLEK,PLEK
PLEK2,PLEK2
PLEKHA1,PLEKHA1
PLEKHA1A,PLEKHA1A
PLEKHA1B,PLEKHA1B
PLEKHA2,PLEKHA2
PLEKHA3,PLEKHA3
PLEKHA3P1,PLEKHA3P1
PLEKHA4,PLEKHA4
PLEKHA5,PLEKHA5
PLEKHA6,PLEKHA6
PLEKHA7,PLEKHA7
PLEKHA7A,PLEKHA7A
PLEKHA7B,PLEKHA7B
PLEKHA8,PLEKHA8
PLEKHA8P1,PLEKHA8P1
PLEKHB1,PLEKHB1
PLEKHB2,PLEKHB2
PLEKHD1,PLEKHD1
PLEKHD1OS,PLEKHD1OS
PLEKHF1,PLEKHF1
PLEKHF2,PLEKHF2
PLEKHG1,PLEKHG1
PLEKHG2,PLEKHG2
PLEKHG3,PLEKHG3
PLEKHG4,PLEKHG4
PLEKHG4B,PLEKHG4B
PLEKHG5,PLEKHG5
PLEKHG5A,PLEKHG5A
PLEKHG5B,PLEKHG5B
PLEKHG6,PLEKHG6
PLEKHG7,PLEKHG7
PLEKHH1,PLEKHH1
PLEKHH2,PLEKHH2
PLEKHH3,PLEKHH3
PLEKHJ1,PLEKHJ1
PLEKHM1,PLEKHM1
PLEKHM1P1,PLEKHM1P1
PLEKHM2,PLEKHM2
PLEKHM3,PLEKHM3
PLEKHN1,PLEKHN1
PLEKHO1,PLEKHO1
PLEKHO1A,PLEKHO1A
PLEKHO1B,PLEKHO1B
PLEKHO2,PLEKHO2
PLEKHS1,PLEKHS1
PLEP-1,PLEP-1
PLET1,PLET1
PLET1OS,PLET1OS
PLEXA,PLEXA
PLF,PLF
PLG,PLG
PLGLA,PLGLA
PLGLB1,PLGLB1
PLGLB2,PLGLB2
PLGRKT,PLGRKT
PLI,PLI
PLIN,PLIN
PLIN-1,PLIN-1
PLIN1,PLIN1
PLIN2,PLIN2
PLIN3,PLIN3
PLIN4,PLIN4
PLIN5,PLIN5
PLIN6,PLIN6
PLK,PLK
PLK-1,PLK-1
PLK-2,PLK-2
PLK-3,PLK-3
PLK-PS1,PLK-PS1
PLK1,PLK1
PLK2,PLK2
PLK2A,PLK2A
PLK2B,PLK2B
PLK3,PLK3
PLK4,PLK4
PLK5,PLK5
PLL-1,PLL-1
PLLP,PLLP
PLM,PLM
PLN,PLN
PLOD1,PLOD1
PLOD1A,PLOD1A
PLOD2,PLOD2
PLOD3,PLOD3
PLP,PLP
PLP-1,PLP-1
PLP1,PLP1
PLP1A,PLP1A
PLP1B,PLP1B
PLP2,PLP2
PLPBP,PLPBP
PLPBP.L,PLPBP.L
PLPP-1.1,PLPP-1.1
PLPP-1.2,PLPP-1.2
PLPP1,PLPP1
PLPP1A,PLPP1A
PLPP2,PLPP2
PLPP2A,PLPP2A
PLPP2B,PLPP2B
PLPP3,PLPP3
PLPP4,PLPP4
PLPP5,PLPP5
PLPP6,PLPP6
PLPP7,PLPP7
PLPP7A,PLPP7A
PLPPR1,PLPPR1
PLPPR2,PLPPR2
PLPPR2A,PLPPR2A
PLPPR3,PLPPR3
PLPPR3A,PLPPR3A
PLPPR3B,PLPPR3B
PLPPR4,PLPPR4
PLPPR4A,PLPPR4A
PLPPR5,PLPPR5
PLPPR5A,PLPPR5A
PLPPR5B,PLPPR5B
PLPR-1,PLPR-1
PLRDGB,PLRDGB
PLRG1,PLRG1
PLS1,PLS1
PLS3,PLS3
PLS3-AS1,PLS3-AS1
PLSCR1,PLSCR1
PLSCR2,PLSCR2
PLSCR3,PLSCR3
PLSCR3A,PLSCR3A
PLSCR3B,PLSCR3B
PLSCR4,PLSCR4
PLSCR5,PLSCR5
PLTP,PLTP
PLU,PLU
PLUT,PLUT
PLVAP,PLVAP
PLVAPA,PLVAPA
PLVAPB,PLVAPB
PLX,PLX
PLX-2,PLX-2
PLXDC1,PLXDC1
PLXDC2,PLXDC2
PLXDC2B,PLXDC2B
PLXNA1,PLXNA1
PLXNA1A,PLXNA1A
PLXNA2,PLXNA2
PLXNA3,PLXNA3
PLXNA4,PLXNA4
PLXNA4OS1,PLXNA4OS1
PLXNB1,PLXNB1
PLXNB1A,PLXNB1A
PLXNB1B,PLXNB1B
PLXNB2,PLXNB2
PLXNB2A.1,PLXNB2A.1
PLXNB2B,PLXNB2B
PLXNB3,PLXNB3
PLXNC1,PLXNC1
PLXND1,PLXND1
PM20D1,PM20D1
PM20D1.1,PM20D1.1
PM20D2,PM20D2
PMAIP1,PMAIP1
PMAR1,PMAR1
PMCH,PMCH
PMCHL,PMCHL
PMCHL1,PMCHL1
PMCHL2,PMCHL2
PMEL,PMEL
PMEL.S,PMEL.S
PMELA,PMELA
PMELB,PMELB
PMEPA1,PMEPA1
PMF1,PMF1
PMF1-BGLAP,PMF1-BGLAP
PMFBP1,PMFBP1
PMIS2,PMIS2
PMK-1,PMK-1
PMK-2,PMK-2
PMK-3,PMK-3
PML,PML
PMM1,PMM1
PMM1.L,PMM1.L
PMM2,PMM2
PMP-1,PMP-1
PMP-4,PMP-4
PMP-5,PMP-5
PMP2,PMP2
PMP22,PMP22
PMP22A,PMP22A
PMP22B,PMP22B
PMPCA,PMPCA
PMPCB,PMPCB
PMS1,PMS1
PMS2,PMS2
PMS2CL,PMS2CL
PMS2P1,PMS2P1
PMS2P10,PMS2P10
PMS2P2,PMS2P2
PMS2P3,PMS2P3
PMS2P4,PMS2P4
PMS2P5,PMS2P5
PMS2P6,PMS2P6
PMS2P9,PMS2P9
PMT,PMT
PMT-1,PMT-1
PMT-2,PMT-2
PMVK,PMVK
PNAT10,PNAT10
PNCK,PNCK
PNG,PNG
PNISR,PNISR
PNK-1,PNK-1
PNKD,PNKD
PNKP,PNKP
PNLDC1,PNLDC1
PNLIP,PNLIP
PNLIPRP1,PNLIPRP1
PNLIPRP2,PNLIPRP2
PNLIPRP3,PNLIPRP3
PNMA1,PNMA1
PNMA2,PNMA2
PNMA3,PNMA3
PNMA5,PNMA5
PNMA6A,PNMA6A
PNMA6E,PNMA6E
PNMA6F,PNMA6F
PNMA8A,PNMA8A
PNMA8B,PNMA8B
PNMT,PNMT
PNN,PNN
PNO1,PNO1
PNOC,PNOC
PNOCA,PNOCA
PNOCB,PNOCB
PNP,PNP
PNP2,PNP2
PNP4A,PNP4A
PNP4B,PNP4B
PNP5A,PNP5A
PNP5B,PNP5B
PNP6,PNP6
PNPLA1,PNPLA1
PNPLA2,PNPLA2
PNPLA3,PNPLA3
PNPLA4,PNPLA4
PNPLA5,PNPLA5
PNPLA6,PNPLA6
PNPLA7,PNPLA7
PNPLA7A,PNPLA7A
PNPLA7B,PNPLA7B
PNPLA8,PNPLA8
PNPO,PNPO
PNPT1,PNPT1
PNRC1,PNRC1
PNRC2,PNRC2
PNUTS,PNUTS
POC1A,POC1A
POC1B,POC1B
POC1B-AS1,POC1B-AS1
POC1B-GALNT4,POC1B-GALNT4
POC1BL,POC1BL
POC5,POC5
POD-1,POD-1
POD1,POD1
PODN,PODN
PODNL1,PODNL1
PODXL,PODXL
PODXL2,PODXL2
POE,POE
POF1B,POF1B
POFUT1,POFUT1
POFUT2,POFUT2
POGK,POGK
POGLUT1,POGLUT1
POGLUT2,POGLUT2
POGLUT3,POGLUT3
POGZ,POGZ
POGZA,POGZA
POGZB,POGZB
POL31,POL31
POLA1,POLA1
POLA2,POLA2
POLB,POLB
POLD1,POLD1
POLD2,POLD2
POLD2P1,POLD2P1
POLD3,POLD3
POLD4,POLD4
POLDIP2,POLDIP2
POLDIP3,POLDIP3
POLE,POLE
POLE2,POLE2
POLE3,POLE3
POLE4,POLE4
POLG,POLG
POLG-1,POLG-1
POLG2,POLG2
POLH,POLH
POLH-1,POLH-1
POLH-AS1,POLH-AS1
POLI,POLI
POLK,POLK
POLK-1,POLK-1
POLL,POLL
POLM,POLM
POLN,POLN
POLQ,POLQ
POLR1A,POLR1A
POLR1B,POLR1B
POLR1C,POLR1C
POLR1D,POLR1D
POLR1D.2,POLR1D.2
POLR1E,POLR1E
POLR1F,POLR1F
POLR1G,POLR1G
POLR1H,POLR1H
POLR1HAS,POLR1HAS
POLR2A,POLR2A
POLR2B,POLR2B
POLR2C,POLR2C
POLR2D,POLR2D
POLR2E,POLR2E
POLR2EB,POLR2EB
POLR2F,POLR2F
POLR2G,POLR2G
POLR2H,POLR2H
POLR2H-PS1,POLR2H-PS1
POLR2I,POLR2I
POLR2J,POLR2J
POLR2J2,POLR2J2
POLR2J3,POLR2J3
POLR2J4,POLR2J4
POLR2K,POLR2K
POLR2L,POLR2L
POLR2L.1,POLR2L.1
POLR2M,POLR2M
POLR3A,POLR3A
POLR3B,POLR3B
POLR3C,POLR3C
POLR3D,POLR3D
POLR3E,POLR3E
POLR3F,POLR3F
POLR3G,POLR3G
POLR3GL,POLR3GL
POLR3GLA,POLR3GLA
POLR3H,POLR3H
POLR3K,POLR3K
POLRMT,POLRMT
POLRMTP1,POLRMTP1
POM121,POM121
POM121C,POM121C
POM121L10P,POM121L10P
POM121L12,POM121L12
POM121L1P,POM121L1P
POM121L2,POM121L2
POM121L4P,POM121L4P
POM121L8P,POM121L8P
POM121L9P,POM121L9P
POMC,POMC
POMC.L,POMC.L
POMC.S,POMC.S
POMCA,POMCA
POMCB,POMCB
POMGNT1,POMGNT1
POMGNT2,POMGNT2
POMK,POMK
POML-2,POML-2
POML-3,POML-3
POML-4,POML-4
POMP,POMP
POMT1,POMT1
POMT2,POMT2
POMZP3,POMZP3
PON1,PON1
PON2,PON2
PON3,PON3
PONZR1,PONZR1
PONZR10,PONZR10
PONZR2,PONZR2
PONZR3,PONZR3
PONZR4,PONZR4
PONZR5,PONZR5
PONZR6,PONZR6
POP1,POP1
POP4,POP4
POP5,POP5
POP7,POP7
POPDC2,POPDC2
POPDC3,POPDC3
POPL-1,POPL-1
POR,POR
PORA,PORA
PORB,PORB
PORCN,PORCN
PORCNL,PORCNL
POS-1,POS-1
POSH,POSH
POST.L,POST.L
POSTN,POSTN
POSTNA,POSTNA
POSTNB,POSTNB
POT-2,POT-2
POT1,POT1
POT1A,POT1A
POT1B,POT1B
POTEA,POTEA
POTEB,POTEB
POTEB3,POTEB3
POTEC,POTEC
POTED,POTED
POTEE,POTEE
POTEF,POTEF
POTEG,POTEG
POTEGL,POTEGL
POTEH,POTEH
POTEI,POTEI
POTEJ,POTEJ
POTEKP,POTEKP
POTEM,POTEM
POU-IV,POU-IV
POU1F1,POU1F1
POU2AF1,POU2AF1
POU2AF2,POU2AF2
POU2F1,POU2F1
POU2F1B,POU2F1B
POU2F2,POU2F2
POU2F2A,POU2F2A
POU2F3,POU2F3
POU3F1,POU3F1
POU3F2,POU3F2
POU3F2.S,POU3F2.S
POU3F2A,POU3F2A
POU3F2B,POU3F2B
POU3F3,POU3F3
POU3F3A,POU3F3A
POU3F3B,POU3F3B
POU3F4,POU3F4
POU4F1,POU4F1
POU4F2,POU4F2
POU4F3,POU4F3
POU4F4,POU4F4
POU5F1,POU5F1
POU5F1B,POU5F1B
POU5F1P3,POU5F1P3
POU5F1P4,POU5F1P4
POU5F2,POU5F2
POU5F3,POU5F3
POU5F3.1.L,POU5F3.1.L
POU5F3.3,POU5F3.3
POU6F1,POU6F1
POU6F2,POU6F2
POU6F2-AS2,POU6F2-AS2
PP,PP
PP-BP,PP-BP
PP12613,PP12613
PP1ALPHA-96A,PP1ALPHA-96A
PP1B,PP1B
PP2B-14D,PP2B-14D
PP2D1,PP2D1
PP7080,PP7080
PPA,PPA
PPA1,PPA1
PPA1A,PPA1A
PPA1B,PPA1B
PPA2,PPA2
PPAN,PPAN
PPAN-P2RY11,PPAN-P2RY11
PPAP2A,PPAP2A
PPAP2B,PPAP2B
PPAP2D,PPAP2D
PPAR,PPAR
PPARA,PPARA
PPARAA,PPARAA
PPARAB,PPARAB
PPARB,PPARB
PPARD,PPARD
PPARDA,PPARDA
PPARDB,PPARDB
PPARG,PPARG
PPARG.L,PPARG.L
PPARGC1A,PPARGC1A
PPARGC1B,PPARGC1B
PPAT,PPAT
PPAT-1,PPAT-1
PPBP,PPBP
PPBPP1,PPBPP1
PPBPP2,PPBPP2
PPCDC,PPCDC
PPCS,PPCS
PPDPF,PPDPF
PPDPFA,PPDPFA
PPDPFB,PPDPFB
PPDPFL,PPDPFL
PPEF1,PPEF1
PPEF1-AS1,PPEF1-AS1
PPEF2,PPEF2
PPFIA1,PPFIA1
PPFIA2,PPFIA2
PPFIA3,PPFIA3
PPFIA4,PPFIA4
PPFIBP1,PPFIBP1
PPFIBP1A,PPFIBP1A
PPFIBP1B,PPFIBP1B
PPFIBP2,PPFIBP2
PPFIBP2A,PPFIBP2A
PPFIBP2B,PPFIBP2B
PPFR-1,PPFR-1
PPFR-2,PPFR-2
PPH-2,PPH-2
PPH-4.2,PPH-4.2
PPH-6,PPH-6
PPHLN1,PPHLN1
PPIA,PPIA
PPIAA,PPIAA
PPIAB,PPIAB
PPIAL4A,PPIAL4A
PPIAL4D,PPIAL4D
PPIAL4F,PPIAL4F
PPIAL4G,PPIAL4G
PPIAP11,PPIAP11
PPIAP16,PPIAP16
PPIAP22,PPIAP22
PPIAP26,PPIAP26
PPIAP29,PPIAP29
PPIAP3,PPIAP3
PPIAP31,PPIAP31
PPIAP33,PPIAP33
PPIAP35,PPIAP35
PPIAP43,PPIAP43
PPIAP46,PPIAP46
PPIAP66,PPIAP66
PPIAP72,PPIAP72
PPIAP78,PPIAP78
PPIAP8,PPIAP8
PPIAP80,PPIAP80
PPIB,PPIB
PPIC,PPIC
PPID,PPID
PPID-PS1,PPID-PS1
PPIDL1,PPIDL1
PPIE,PPIE
PPIEL,PPIEL
PPIF,PPIF
PPIFB,PPIFB
PPIG,PPIG
PPIH,PPIH
PPIL1,PPIL1
PPIL2,PPIL2
PPIL3,PPIL3
PPIL4,PPIL4
PPIL6,PPIL6
PPIP5K1,PPIP5K1
PPIP5K1A,PPIP5K1A
PPIP5K2,PPIP5K2
PPK-2,PPK-2
PPK23,PPK23
PPL,PPL
PPL.L,PPL.L
PPM-1.H,PPM-1.H
PPM1A,PPM1A
PPM1AA,PPM1AA
PPM1AB,PPM1AB
PPM1B,PPM1B
PPM1BA,PPM1BA
PPM1BB,PPM1BB
PPM1D,PPM1D
PPM1DA,PPM1DA
PPM1DB,PPM1DB
PPM1E,PPM1E
PPM1F,PPM1F
PPM1G,PPM1G
PPM1H,PPM1H
PPM1J,PPM1J
PPM1K,PPM1K
PPM1L,PPM1L
PPM1LA,PPM1LA
PPM1LB,PPM1LB
PPM1M,PPM1M
PPM1N,PPM1N
PPM1NA,PPM1NA
PPM1NB,PPM1NB
PPME1,PPME1
PPN,PPN
PPN58A,PPN58A
PPNR,PPNR
PPO,PPO
PPO1,PPO1
PPOX,PPOX
PPP1CA,PPP1CA
PPP1CAA,PPP1CAA
PPP1CAB,PPP1CAB
PPP1CB,PPP1CB
PPP1CBL,PPP1CBL
PPP1CC,PPP1CC
PPP1CCB,PPP1CCB
PPP1R10,PPP1R10
PPP1R11,PPP1R11
PPP1R12A,PPP1R12A
PPP1R12B,PPP1R12B
PPP1R12C,PPP1R12C
PPP1R13B,PPP1R13B
PPP1R13B-DT,PPP1R13B-DT
PPP1R13BA,PPP1R13BA
PPP1R13BB,PPP1R13BB
PPP1R13L,PPP1R13L
PPP1R14A,PPP1R14A
PPP1R14AA,PPP1R14AA
PPP1R14AB,PPP1R14AB
PPP1R14B,PPP1R14B
PPP1R14BA,PPP1R14BA
PPP1R14BB,PPP1R14BB
PPP1R14BL,PPP1R14BL
PPP1R14BP2,PPP1R14BP2
PPP1R14C,PPP1R14C
PPP1R14D,PPP1R14D
PPP1R15,PPP1R15
PPP1R15A,PPP1R15A
PPP1R15B,PPP1R15B
PPP1R16A,PPP1R16A
PPP1R16B,PPP1R16B
PPP1R17,PPP1R17
PPP1R18,PPP1R18
PPP1R18OS,PPP1R18OS
PPP1R1A,PPP1R1A
PPP1R1B,PPP1R1B
PPP1R1C,PPP1R1C
PPP1R2,PPP1R2
PPP1R2-PS3,PPP1R2-PS3
PPP1R2-PS6,PPP1R2-PS6
PPP1R2-PS9,PPP1R2-PS9
PPP1R21,PPP1R21
PPP1R26,PPP1R26
PPP1R26-AS1,PPP1R26-AS1
PPP1R26P1,PPP1R26P1
PPP1R27,PPP1R27
PPP1R27A,PPP1R27A
PPP1R27B,PPP1R27B
PPP1R2B,PPP1R2B
PPP1R2C,PPP1R2C
PPP1R2P1,PPP1R2P1
PPP1R32,PPP1R32
PPP1R35,PPP1R35
PPP1R35-AS1,PPP1R35-AS1
PPP1R36,PPP1R36
PPP1R37,PPP1R37
PPP1R3A,PPP1R3A
PPP1R3AA,PPP1R3AA
PPP1R3AB,PPP1R3AB
PPP1R3B,PPP1R3B
PPP1R3C,PPP1R3C
PPP1R3C.2,PPP1R3C.2
PPP1R3CA,PPP1R3CA
PPP1R3CB,PPP1R3CB
PPP1R3D,PPP1R3D
PPP1R3DA,PPP1R3DA
PPP1R3DB,PPP1R3DB
PPP1R3E,PPP1R3E
PPP1R3F,PPP1R3F
PPP1R3G,PPP1R3G
PPP1R42,PPP1R42
PPP1R7,PPP1R7
PPP1R8,PPP1R8
PPP1R8A,PPP1R8A
PPP1R9A,PPP1R9A
PPP1R9ALB,PPP1R9ALB
PPP1R9B,PPP1R9B
PPP1R9BA,PPP1R9BA
PPP1R9BB,PPP1R9BB
PPP2CA,PPP2CA
PPP2CAB,PPP2CAB
PPP2CB,PPP2CB
PPP2R1A,PPP2R1A
PPP2R1B,PPP2R1B
PPP2R1BA,PPP2R1BA
PPP2R1BB,PPP2R1BB
PPP2R2A,PPP2R2A
PPP2R2AB,PPP2R2AB
PPP2R2B,PPP2R2B
PPP2R2B.L,PPP2R2B.L
PPP2R2BA,PPP2R2BA
PPP2R2BB,PPP2R2BB
PPP2R2C,PPP2R2C
PPP2R2CA,PPP2R2CA
PPP2R2CB,PPP2R2CB
PPP2R2COS,PPP2R2COS
PPP2R2D,PPP2R2D
PPP2R3A,PPP2R3A
PPP2R3B,PPP2R3B
PPP2R3C,PPP2R3C
PPP2R3D,PPP2R3D
PPP2R4,PPP2R4
PPP2R5A,PPP2R5A
PPP2R5B,PPP2R5B
PPP2R5C,PPP2R5C
PPP2R5CB,PPP2R5CB
PPP2R5CP,PPP2R5CP
PPP2R5D,PPP2R5D
PPP2R5E,PPP2R5E
PPP2R5EA,PPP2R5EA
PPP2R5EB,PPP2R5EB
PPP3CA,PPP3CA
PPP3CB,PPP3CB
PPP3CB-AS1,PPP3CB-AS1
PPP3CC,PPP3CC
PPP3CCA,PPP3CCA
PPP3CCB,PPP3CCB
PPP3R1,PPP3R1
PPP3R1A,PPP3R1A
PPP3R1B,PPP3R1B
PPP3R2,PPP3R2
PPP4C,PPP4C
PPP4CA,PPP4CA
PPP4CB,PPP4CB
PPP4R1,PPP4R1
PPP4R1L,PPP4R1L
PPP4R1L-PS,PPP4R1L-PS
PPP4R2,PPP4R2
PPP4R2A,PPP4R2A
PPP4R2B,PPP4R2B
PPP4R2R,PPP4R2R
PPP4R3A,PPP4R3A
PPP4R3B,PPP4R3B
PPP4R3C,PPP4R3C
PPP4R3C-PS,PPP4R3C-PS
PPP4R4,PPP4R4
PPP5C,PPP5C
PPP5D1P,PPP5D1P
PPP6C,PPP6C
PPP6R1,PPP6R1
PPP6R2,PPP6R2
PPP6R2B,PPP6R2B
PPP6R3,PPP6R3
PPRC1,PPRC1
PPS,PPS
PPS-1,PPS-1
PPT1,PPT1
PPT2,PPT2
PPT2-EGFL8,PPT2-EGFL8
PPT2A.4,PPT2A.4
PPT2B,PPT2B
PPTC7,PPTC7
PPTC7A,PPTC7A
PPTC7B,PPTC7B
