keyge,group,category,description
gene:6280,genomic,gene,gene:6280
gene:628027,genomic,gene,gene:628027
gene:628072,genomic,gene,gene:628072
gene:628098,genomic,gene,gene:628098
gene:6281,genomic,gene,gene:6281
gene:628127,genomic,gene,gene:628127
gene:628185,genomic,gene,gene:628185
gene:6282,genomic,gene,gene:6282
gene:628236,genomic,gene,gene:628236
gene:628268,genomic,gene,gene:628268
gene:6283,genomic,gene,gene:6283
gene:628308,genomic,gene,gene:628308
gene:6284,genomic,gene,gene:6284
gene:628422,genomic,gene,gene:628422
gene:628431,genomic,gene,gene:628431
gene:628444,genomic,gene,gene:628444
gene:6285,genomic,gene,gene:6285
gene:628541,genomic,gene,gene:628541
gene:628571,genomic,gene,gene:628571
gene:6286,genomic,gene,gene:6286
gene:628705,genomic,gene,gene:628705
gene:628709,genomic,gene,gene:628709
gene:6288,genomic,gene,gene:6288
gene:628893,genomic,gene,gene:628893
gene:6289,genomic,gene,gene:6289
gene:628900,genomic,gene,gene:628900
gene:628916,genomic,gene,gene:628916
gene:628946,genomic,gene,gene:628946
gene:629,genomic,gene,gene:629
gene:6290,genomic,gene,gene:6290
gene:629016,genomic,gene,gene:629016
gene:6291,genomic,gene,gene:6291
gene:629114,genomic,gene,gene:629114
gene:629116,genomic,gene,gene:629116
gene:629203,genomic,gene,gene:629203
gene:629219,genomic,gene,gene:629219
gene:6293,genomic,gene,gene:6293
gene:6294,genomic,gene,gene:6294
gene:6295,genomic,gene,gene:6295
gene:629524,genomic,gene,gene:629524
gene:6296,genomic,gene,gene:6296
gene:6297,genomic,gene,gene:6297
gene:629756,genomic,gene,gene:629756
gene:629818,genomic,gene,gene:629818
gene:629822,genomic,gene,gene:629822
gene:629826,genomic,gene,gene:629826
gene:629845,genomic,gene,gene:629845
gene:629859,genomic,gene,gene:629859
gene:629884,genomic,gene,gene:629884
gene:629893,genomic,gene,gene:629893
gene:629897,genomic,gene,gene:629897
gene:6299,genomic,gene,gene:6299
gene:629906,genomic,gene,gene:629906
gene:629915,genomic,gene,gene:629915
gene:629945,genomic,gene,gene:629945
gene:6300,genomic,gene,gene:6300
gene:630061,genomic,gene,gene:630061
gene:6301,genomic,gene,gene:6301
gene:6302,genomic,gene,gene:6302
gene:63027,genomic,gene,gene:63027
gene:6303,genomic,gene,gene:6303
gene:63035,genomic,gene,gene:63035
gene:63036,genomic,gene,gene:63036
gene:6304,genomic,gene,gene:6304
gene:630486,genomic,gene,gene:630486
gene:630499,genomic,gene,gene:630499
gene:6305,genomic,gene,gene:6305
gene:630537,genomic,gene,gene:630537
gene:630579,genomic,gene,gene:630579
gene:6307,genomic,gene,gene:6307
gene:6309,genomic,gene,gene:6309
gene:631,genomic,gene,gene:631
gene:6310,genomic,gene,gene:6310
gene:631002,genomic,gene,gene:631002
gene:6311,genomic,gene,gene:6311
gene:631101,genomic,gene,gene:631101
gene:631145,genomic,gene,gene:631145
gene:631304,genomic,gene,gene:631304
gene:6314,genomic,gene,gene:6314
gene:6315,genomic,gene,gene:6315
gene:6317,genomic,gene,gene:6317
gene:6318,genomic,gene,gene:6318
gene:6319,genomic,gene,gene:6319
gene:632,genomic,gene,gene:632
gene:6320,genomic,gene,gene:6320
gene:632126,genomic,gene,gene:632126
gene:6322,genomic,gene,gene:6322
gene:6323,genomic,gene,gene:6323
gene:632302,genomic,gene,gene:632302
gene:6324,genomic,gene,gene:6324
gene:632534,genomic,gene,gene:632534
gene:6326,genomic,gene,gene:6326
gene:6327,genomic,gene,gene:6327
gene:6328,genomic,gene,gene:6328
gene:6329,genomic,gene,gene:6329
gene:632982,genomic,gene,gene:632982
gene:633,genomic,gene,gene:633
gene:6330,genomic,gene,gene:6330
gene:6331,genomic,gene,gene:6331
gene:6332,genomic,gene,gene:6332
gene:633295,genomic,gene,gene:633295
gene:6334,genomic,gene,gene:6334
gene:633457,genomic,gene,gene:633457
gene:6335,genomic,gene,gene:6335
gene:633568,genomic,gene,gene:633568
gene:633596,genomic,gene,gene:633596
gene:6336,genomic,gene,gene:6336
gene:633683,genomic,gene,gene:633683
gene:6337,genomic,gene,gene:6337
gene:633740,genomic,gene,gene:633740
gene:6338,genomic,gene,gene:6338
gene:6339,genomic,gene,gene:6339
gene:634,genomic,gene,gene:634
gene:6340,genomic,gene,gene:6340
gene:6341,genomic,gene,gene:6341
gene:6342,genomic,gene,gene:6342
gene:6343,genomic,gene,gene:6343
gene:634322,genomic,gene,gene:634322
gene:634386,genomic,gene,gene:634386
gene:6344,genomic,gene,gene:6344
gene:6345,genomic,gene,gene:6345
gene:6346,genomic,gene,gene:6346
gene:634650,genomic,gene,gene:634650
gene:6347,genomic,gene,gene:6347
gene:6348,genomic,gene,gene:6348
gene:6349,genomic,gene,gene:6349
gene:635,genomic,gene,gene:635
gene:6351,genomic,gene,gene:6351
gene:635169,genomic,gene,gene:635169
gene:6352,genomic,gene,gene:6352
gene:635396,genomic,gene,gene:635396
gene:6354,genomic,gene,gene:6354
gene:6355,genomic,gene,gene:6355
gene:6356,genomic,gene,gene:6356
gene:6357,genomic,gene,gene:6357
gene:6358,genomic,gene,gene:6358
gene:6359,genomic,gene,gene:6359
gene:635960,genomic,gene,gene:635960
gene:636,genomic,gene,gene:636
gene:6360,genomic,gene,gene:6360
gene:6361,genomic,gene,gene:6361
gene:6362,genomic,gene,gene:6362
gene:6363,genomic,gene,gene:6363
gene:6364,genomic,gene,gene:6364
gene:6366,genomic,gene,gene:6366
gene:6367,genomic,gene,gene:6367
gene:636741,genomic,gene,gene:636741
gene:636752,genomic,gene,gene:636752
gene:6368,genomic,gene,gene:6368
gene:636808,genomic,gene,gene:636808
gene:6369,genomic,gene,gene:6369
gene:637,genomic,gene,gene:637
gene:6370,genomic,gene,gene:6370
gene:637004,genomic,gene,gene:637004
gene:637027,genomic,gene,gene:637027
gene:637053,genomic,gene,gene:637053
gene:6372,genomic,gene,gene:6372
gene:637227,genomic,gene,gene:637227
gene:6373,genomic,gene,gene:6373
gene:6374,genomic,gene,gene:6374
gene:6375,genomic,gene,gene:6375
gene:637515,genomic,gene,gene:637515
gene:6376,genomic,gene,gene:6376
gene:637776,genomic,gene,gene:637776
gene:637873,genomic,gene,gene:637873
gene:637898,genomic,gene,gene:637898
gene:637908,genomic,gene,gene:637908
gene:638,genomic,gene,gene:638
gene:638102,genomic,gene,gene:638102
gene:6382,genomic,gene,gene:6382
gene:638251,genomic,gene,gene:638251
gene:63826,genomic,gene,gene:63826
gene:63827,genomic,gene,gene:63827
gene:6383,genomic,gene,gene:6383
gene:638338,genomic,gene,gene:638338
gene:638345,genomic,gene,gene:638345
gene:6385,genomic,gene,gene:6385
gene:6386,genomic,gene,gene:6386
gene:6387,genomic,gene,gene:6387
gene:63872,genomic,gene,gene:63872
gene:63874,genomic,gene,gene:63874
gene:63875,genomic,gene,gene:63875
gene:63876,genomic,gene,gene:63876
gene:63877,genomic,gene,gene:63877
gene:6388,genomic,gene,gene:6388
gene:6389,genomic,gene,gene:6389
gene:638904,genomic,gene,gene:638904
gene:63891,genomic,gene,gene:63891
gene:63892,genomic,gene,gene:63892
gene:63893,genomic,gene,gene:63893
gene:63894,genomic,gene,gene:63894
gene:63895,genomic,gene,gene:63895
gene:63897,genomic,gene,gene:63897
gene:63898,genomic,gene,gene:63898
gene:638988,genomic,gene,gene:638988
gene:63899,genomic,gene,gene:63899
gene:639,genomic,gene,gene:639
gene:6390,genomic,gene,gene:6390
gene:63901,genomic,gene,gene:63901
gene:639025,genomic,gene,gene:639025
gene:63904,genomic,gene,gene:63904
gene:63905,genomic,gene,gene:63905
gene:63906,genomic,gene,gene:63906
gene:63908,genomic,gene,gene:63908
gene:6391,genomic,gene,gene:6391
gene:63910,genomic,gene,gene:63910
gene:639116,genomic,gene,gene:639116
gene:63914,genomic,gene,gene:63914
gene:63915,genomic,gene,gene:63915
gene:63916,genomic,gene,gene:63916
gene:63917,genomic,gene,gene:63917
gene:6392,genomic,gene,gene:6392
gene:63920,genomic,gene,gene:63920
gene:63922,genomic,gene,gene:63922
gene:63923,genomic,gene,gene:63923
gene:63924,genomic,gene,gene:63924
gene:63925,genomic,gene,gene:63925
gene:63926,genomic,gene,gene:63926
gene:63928,genomic,gene,gene:63928
gene:63929,genomic,gene,gene:63929
gene:63930,genomic,gene,gene:63930
gene:63931,genomic,gene,gene:63931
gene:63932,genomic,gene,gene:63932
gene:63933,genomic,gene,gene:63933
gene:63934,genomic,gene,gene:63934
gene:63935,genomic,gene,gene:63935
gene:63939,genomic,gene,gene:63939
gene:63940,genomic,gene,gene:63940
gene:63941,genomic,gene,gene:63941
gene:63943,genomic,gene,gene:63943
gene:63946,genomic,gene,gene:63946
gene:63947,genomic,gene,gene:63947
gene:63948,genomic,gene,gene:63948
gene:63950,genomic,gene,gene:63950
gene:63951,genomic,gene,gene:63951
gene:6396,genomic,gene,gene:6396
gene:63967,genomic,gene,gene:63967
gene:6397,genomic,gene,gene:6397
gene:63970,genomic,gene,gene:63970
gene:63971,genomic,gene,gene:63971
gene:63973,genomic,gene,gene:63973
gene:63974,genomic,gene,gene:63974
gene:63976,genomic,gene,gene:63976
gene:639769,genomic,gene,gene:639769
gene:63977,genomic,gene,gene:63977
gene:639774,genomic,gene,gene:639774
gene:63978,genomic,gene,gene:63978
gene:639781,genomic,gene,gene:639781
gene:63979,genomic,gene,gene:63979
gene:6398,genomic,gene,gene:6398
gene:63982,genomic,gene,gene:63982
gene:6399,genomic,gene,gene:6399
gene:639946,genomic,gene,gene:639946
gene:640,genomic,gene,gene:640
gene:6400,genomic,gene,gene:6400
gene:64000,genomic,gene,gene:64000
gene:64002,genomic,gene,gene:64002
gene:640046,genomic,gene,gene:640046
gene:64005,genomic,gene,gene:64005
gene:64006,genomic,gene,gene:64006
gene:6401,genomic,gene,gene:6401
gene:6402,genomic,gene,gene:6402
gene:6403,genomic,gene,gene:6403
gene:640340,genomic,gene,gene:640340
gene:6404,genomic,gene,gene:6404
gene:6405,genomic,gene,gene:6405
gene:64059,genomic,gene,gene:64059
gene:6406,genomic,gene,gene:6406
gene:64061,genomic,gene,gene:64061
gene:64062,genomic,gene,gene:64062
gene:64063,genomic,gene,gene:64063
gene:64064,genomic,gene,gene:64064
gene:64065,genomic,gene,gene:64065
gene:64066,genomic,gene,gene:64066
gene:64067,genomic,gene,gene:64067
gene:6407,genomic,gene,gene:6407
gene:64072,genomic,gene,gene:64072
gene:64073,genomic,gene,gene:64073
gene:64077,genomic,gene,gene:64077
gene:64078,genomic,gene,gene:64078
gene:64080,genomic,gene,gene:64080
gene:64081,genomic,gene,gene:64081
gene:64083,genomic,gene,gene:64083
gene:64084,genomic,gene,gene:64084
gene:64087,genomic,gene,gene:64087
gene:64089,genomic,gene,gene:64089
gene:64090,genomic,gene,gene:64090
gene:64091,genomic,gene,gene:64091
gene:64092,genomic,gene,gene:64092
gene:64093,genomic,gene,gene:64093
gene:64094,genomic,gene,gene:64094
gene:64096,genomic,gene,gene:64096
gene:64097,genomic,gene,gene:64097
gene:64098,genomic,gene,gene:64098
gene:641,genomic,gene,gene:641
gene:64100,genomic,gene,gene:64100
gene:64101,genomic,gene,gene:64101
gene:64102,genomic,gene,gene:64102
gene:64105,genomic,gene,gene:64105
gene:64106,genomic,gene,gene:64106
gene:64108,genomic,gene,gene:64108
gene:64109,genomic,gene,gene:64109
gene:64110,genomic,gene,gene:64110
gene:64111,genomic,gene,gene:64111
gene:64112,genomic,gene,gene:64112
gene:64114,genomic,gene,gene:64114
gene:64115,genomic,gene,gene:64115
gene:64116,genomic,gene,gene:64116
gene:641178,genomic,gene,gene:641178
gene:64118,genomic,gene,gene:64118
gene:64121,genomic,gene,gene:64121
gene:64122,genomic,gene,gene:64122
gene:64123,genomic,gene,gene:64123
gene:64127,genomic,gene,gene:64127
gene:64129,genomic,gene,gene:64129
gene:641291,genomic,gene,gene:641291
gene:641298,genomic,gene,gene:641298
gene:64130,genomic,gene,gene:64130
gene:64131,genomic,gene,gene:64131
gene:641311,genomic,gene,gene:641311
gene:6413139,genomic,gene,gene:6413139
gene:641319,genomic,gene,gene:641319
gene:64132,genomic,gene,gene:64132
gene:641321,genomic,gene,gene:641321
gene:641327,genomic,gene,gene:641327
gene:641328,genomic,gene,gene:641328
gene:641339,genomic,gene,gene:641339
gene:64135,genomic,gene,gene:64135
gene:641364,genomic,gene,gene:641364
gene:641365,genomic,gene,gene:641365
gene:641368,genomic,gene,gene:641368
gene:64137,genomic,gene,gene:64137
gene:641371,genomic,gene,gene:641371
gene:641372,genomic,gene,gene:641372
gene:641373,genomic,gene,gene:641373
gene:64139,genomic,gene,gene:64139
gene:641390,genomic,gene,gene:641390
gene:6414,genomic,gene,gene:6414
gene:641416,genomic,gene,gene:641416
gene:641428,genomic,gene,gene:641428
gene:64145,genomic,gene,gene:64145
gene:641451,genomic,gene,gene:641451
gene:641455,genomic,gene,gene:641455
gene:64146,genomic,gene,gene:64146
gene:641467,genomic,gene,gene:641467
gene:641469,genomic,gene,gene:641469
gene:64147,genomic,gene,gene:64147
gene:641479,genomic,gene,gene:641479
gene:641484,genomic,gene,gene:641484
gene:64149,genomic,gene,gene:64149
gene:6415,genomic,gene,gene:6415
gene:64150,genomic,gene,gene:64150
gene:64151,genomic,gene,gene:64151
gene:641516,genomic,gene,gene:641516
gene:641517,genomic,gene,gene:641517
gene:641518,genomic,gene,gene:641518
gene:641523,genomic,gene,gene:641523
gene:641552,genomic,gene,gene:641552
gene:641567,genomic,gene,gene:641567
gene:641571,genomic,gene,gene:641571
gene:641572,genomic,gene,gene:641572
gene:641574,genomic,gene,gene:641574
gene:641575,genomic,gene,gene:641575
gene:641577,genomic,gene,gene:641577
gene:641578,genomic,gene,gene:641578
gene:641597,genomic,gene,gene:641597
gene:6416,genomic,gene,gene:6416
gene:641620,genomic,gene,gene:641620
gene:641625,genomic,gene,gene:641625
gene:641632,genomic,gene,gene:641632
gene:641638,genomic,gene,gene:641638
gene:641642,genomic,gene,gene:641642
gene:641648,genomic,gene,gene:641648
gene:641649,genomic,gene,gene:641649
gene:641652,genomic,gene,gene:641652
gene:641653,genomic,gene,gene:641653
gene:641654,genomic,gene,gene:641654
gene:641658,genomic,gene,gene:641658
gene:641659,genomic,gene,gene:641659
gene:64167,genomic,gene,gene:64167
gene:64168,genomic,gene,gene:64168
gene:64170,genomic,gene,gene:64170
gene:641700,genomic,gene,gene:641700
gene:641702,genomic,gene,gene:641702
gene:64172,genomic,gene,gene:64172
gene:64174,genomic,gene,gene:64174
gene:64175,genomic,gene,gene:64175
gene:641776,genomic,gene,gene:641776
gene:6418,genomic,gene,gene:6418
gene:64180,genomic,gene,gene:64180
gene:641808,genomic,gene,gene:641808
gene:64184,genomic,gene,gene:64184
gene:6418581,genomic,gene,gene:6418581
gene:6418584,genomic,gene,gene:6418584
gene:6418587,genomic,gene,gene:6418587
gene:6418588,genomic,gene,gene:6418588
gene:6418592,genomic,gene,gene:6418592
gene:6418593,genomic,gene,gene:6418593
gene:6418611,genomic,gene,gene:6418611
gene:6418614,genomic,gene,gene:6418614
gene:6418620,genomic,gene,gene:6418620
gene:6418630,genomic,gene,gene:6418630
gene:6418641,genomic,gene,gene:6418641
gene:6418643,genomic,gene,gene:6418643
gene:6418647,genomic,gene,gene:6418647
gene:6418653,genomic,gene,gene:6418653
gene:6418657,genomic,gene,gene:6418657
gene:6418658,genomic,gene,gene:6418658
gene:6418659,genomic,gene,gene:6418659
gene:6418662,genomic,gene,gene:6418662
gene:6418664,genomic,gene,gene:6418664
gene:6418682,genomic,gene,gene:6418682
gene:6418693,genomic,gene,gene:6418693
gene:6418698,genomic,gene,gene:6418698
gene:6418702,genomic,gene,gene:6418702
gene:6418707,genomic,gene,gene:6418707
gene:6418708,genomic,gene,gene:6418708
gene:6418710,genomic,gene,gene:6418710
gene:6418714,genomic,gene,gene:6418714
gene:6418722,genomic,gene,gene:6418722
gene:6418728,genomic,gene,gene:6418728
gene:6418731,genomic,gene,gene:6418731
gene:6418733,genomic,gene,gene:6418733
gene:6418734,genomic,gene,gene:6418734
gene:6418737,genomic,gene,gene:6418737
gene:6418749,genomic,gene,gene:6418749
gene:6418752,genomic,gene,gene:6418752
gene:6418761,genomic,gene,gene:6418761
gene:6418768,genomic,gene,gene:6418768
gene:6418775,genomic,gene,gene:6418775
gene:6418795,genomic,gene,gene:6418795
gene:6418800,genomic,gene,gene:6418800
gene:6418812,genomic,gene,gene:6418812
gene:6418817,genomic,gene,gene:6418817
gene:6418828,genomic,gene,gene:6418828
gene:6418842,genomic,gene,gene:6418842
gene:6418843,genomic,gene,gene:6418843
gene:6418857,genomic,gene,gene:6418857
gene:6418859,genomic,gene,gene:6418859
gene:6418876,genomic,gene,gene:6418876
gene:6419,genomic,gene,gene:6419
gene:641977,genomic,gene,gene:641977
gene:642,genomic,gene,gene:642
gene:642006,genomic,gene,gene:642006
gene:64207,genomic,gene,gene:64207
gene:64208,genomic,gene,gene:64208
gene:6421,genomic,gene,gene:6421
gene:64210,genomic,gene,gene:64210
gene:64211,genomic,gene,gene:64211
gene:64215,genomic,gene,gene:64215
gene:64216,genomic,gene,gene:64216
gene:64218,genomic,gene,gene:64218
gene:64219,genomic,gene,gene:64219
gene:6422,genomic,gene,gene:6422
gene:64220,genomic,gene,gene:64220
gene:64221,genomic,gene,gene:64221
gene:64222,genomic,gene,gene:64222
gene:64223,genomic,gene,gene:64223
gene:642236,genomic,gene,gene:642236
gene:64224,genomic,gene,gene:64224
gene:64225,genomic,gene,gene:64225
gene:642273,genomic,gene,gene:642273
gene:642280,genomic,gene,gene:642280
gene:6423,genomic,gene,gene:6423
gene:64231,genomic,gene,gene:64231
gene:64232,genomic,gene,gene:64232
gene:642345,genomic,gene,gene:642345
gene:642357,genomic,gene,gene:642357
gene:64236,genomic,gene,gene:64236
gene:642366,genomic,gene,gene:642366
gene:6424,genomic,gene,gene:6424
gene:64240,genomic,gene,gene:64240
gene:64241,genomic,gene,gene:64241
gene:642413,genomic,gene,gene:642413
gene:642443,genomic,gene,gene:642443
gene:642446,genomic,gene,gene:642446
gene:642448,genomic,gene,gene:642448
gene:642475,genomic,gene,gene:642475
gene:642489,genomic,gene,gene:642489
gene:6425,genomic,gene,gene:6425
gene:642513,genomic,gene,gene:642513
gene:642515,genomic,gene,gene:642515
gene:642517,genomic,gene,gene:642517
gene:642521,genomic,gene,gene:642521
gene:642546,genomic,gene,gene:642546
gene:642559,genomic,gene,gene:642559
gene:64256,genomic,gene,gene:64256
gene:642569,genomic,gene,gene:642569
gene:642574,genomic,gene,gene:642574
gene:642585,genomic,gene,gene:642585
gene:642587,genomic,gene,gene:642587
gene:642592,genomic,gene,gene:642592
gene:642597,genomic,gene,gene:642597
gene:6426,genomic,gene,gene:6426
gene:64260,genomic,gene,gene:64260
gene:642623,genomic,gene,gene:642623
gene:64263,genomic,gene,gene:64263
gene:642633,genomic,gene,gene:642633
gene:642635,genomic,gene,gene:642635
gene:642636,genomic,gene,gene:642636
gene:64264,genomic,gene,gene:64264
gene:64265,genomic,gene,gene:64265
gene:642658,genomic,gene,gene:642658
gene:642659,genomic,gene,gene:642659
gene:64267,genomic,gene,gene:64267
gene:64269,genomic,gene,gene:64269
gene:6427,genomic,gene,gene:6427
gene:64270,genomic,gene,gene:64270
gene:64271,genomic,gene,gene:64271
gene:64272,genomic,gene,gene:64272
gene:64273,genomic,gene,gene:64273
gene:642738,genomic,gene,gene:642738
gene:64274,genomic,gene,gene:64274
gene:642740,genomic,gene,gene:642740
gene:642741,genomic,gene,gene:642741
gene:642776,genomic,gene,gene:642776
gene:642778,genomic,gene,gene:642778
gene:64279,genomic,gene,gene:64279
gene:642797,genomic,gene,gene:642797
gene:642799,genomic,gene,gene:642799
gene:6428,genomic,gene,gene:6428
gene:64281,genomic,gene,gene:64281
gene:642812,genomic,gene,gene:642812
gene:642819,genomic,gene,gene:642819
gene:64282,genomic,gene,gene:64282
gene:642826,genomic,gene,gene:642826
gene:642828,genomic,gene,gene:642828
gene:64283,genomic,gene,gene:64283
gene:64284,genomic,gene,gene:64284
gene:642843,genomic,gene,gene:642843
gene:64285,genomic,gene,gene:64285
gene:642852,genomic,gene,gene:642852
gene:642864,genomic,gene,gene:642864
gene:642869,genomic,gene,gene:642869
gene:64288,genomic,gene,gene:64288
gene:642892,genomic,gene,gene:642892
gene:6429,genomic,gene,gene:6429
gene:642924,genomic,gene,gene:642924
gene:642934,genomic,gene,gene:642934
gene:642938,genomic,gene,gene:642938
gene:642946,genomic,gene,gene:642946
gene:642952,genomic,gene,gene:642952
gene:642954,genomic,gene,gene:642954
gene:642956,genomic,gene,gene:642956
gene:642968,genomic,gene,gene:642968
gene:642975,genomic,gene,gene:642975
gene:642987,genomic,gene,gene:642987
gene:643,genomic,gene,gene:643
gene:6430,genomic,gene,gene:6430
gene:643001,genomic,gene,gene:643001
gene:643007,genomic,gene,gene:643007
gene:643008,genomic,gene,gene:643008
gene:643031,genomic,gene,gene:643031
gene:643036,genomic,gene,gene:643036
gene:643037,genomic,gene,gene:643037
gene:643072,genomic,gene,gene:643072
gene:6431,genomic,gene,gene:6431
gene:643136,genomic,gene,gene:643136
gene:643155,genomic,gene,gene:643155
gene:643160,genomic,gene,gene:643160
gene:643161,genomic,gene,gene:643161
gene:643171,genomic,gene,gene:643171
gene:64318,genomic,gene,gene:64318
gene:643180,genomic,gene,gene:643180
gene:643181,genomic,gene,gene:643181
gene:64319,genomic,gene,gene:64319
gene:643193,genomic,gene,gene:643193
gene:6432,genomic,gene,gene:6432
gene:64320,genomic,gene,gene:64320
gene:64321,genomic,gene,gene:64321
gene:643224,genomic,gene,gene:643224
gene:643226,genomic,gene,gene:643226
gene:643236,genomic,gene,gene:643236
gene:64324,genomic,gene,gene:64324
gene:643246,genomic,gene,gene:643246
gene:643253,genomic,gene,gene:643253
gene:64326,genomic,gene,gene:64326
gene:64327,genomic,gene,gene:64327
gene:64328,genomic,gene,gene:64328
gene:643284,genomic,gene,gene:643284
gene:6433,genomic,gene,gene:6433
gene:643300,genomic,gene,gene:643300
gene:643308,genomic,gene,gene:643308
gene:643310,genomic,gene,gene:643310
gene:643311,genomic,gene,gene:643311
gene:64332,genomic,gene,gene:64332
gene:64333,genomic,gene,gene:64333
gene:643332,genomic,gene,gene:643332
gene:643336,genomic,gene,gene:643336
gene:643338,genomic,gene,gene:643338
gene:64335,genomic,gene,gene:64335
gene:643355,genomic,gene,gene:643355
gene:643358,genomic,gene,gene:643358
gene:643365,genomic,gene,gene:643365
gene:643376,genomic,gene,gene:643376
gene:643382,genomic,gene,gene:643382
gene:643384,genomic,gene,gene:643384
gene:643394,genomic,gene,gene:643394
gene:6434,genomic,gene,gene:6434
gene:643401,genomic,gene,gene:643401
gene:643414,genomic,gene,gene:643414
gene:643418,genomic,gene,gene:643418
gene:64342,genomic,gene,gene:64342
gene:643427,genomic,gene,gene:643427
gene:64343,genomic,gene,gene:64343
gene:643432,genomic,gene,gene:643432
gene:64344,genomic,gene,gene:64344
gene:643471,genomic,gene,gene:643471
gene:643479,genomic,gene,gene:643479
gene:643486,genomic,gene,gene:643486
gene:643529,genomic,gene,gene:643529
gene:643535,genomic,gene,gene:643535
gene:643542,genomic,gene,gene:643542
gene:643563,genomic,gene,gene:643563
gene:64359,genomic,gene,gene:64359
gene:643596,genomic,gene,gene:643596
gene:64361,genomic,gene,gene:64361
gene:643623,genomic,gene,gene:643623
gene:643641,genomic,gene,gene:643641
gene:643646,genomic,gene,gene:643646
gene:643648,genomic,gene,gene:643648
gene:643650,genomic,gene,gene:643650
gene:643664,genomic,gene,gene:643664
gene:643668,genomic,gene,gene:643668
gene:643669,genomic,gene,gene:643669
gene:643677,genomic,gene,gene:643677
gene:64368,genomic,gene,gene:64368
gene:643680,genomic,gene,gene:643680
gene:643699,genomic,gene,gene:643699
gene:643707,genomic,gene,gene:643707
gene:643714,genomic,gene,gene:643714
gene:643719,genomic,gene,gene:643719
gene:643733,genomic,gene,gene:643733
gene:64374,genomic,gene,gene:64374
gene:643749,genomic,gene,gene:643749
gene:64375,genomic,gene,gene:64375
gene:643751,genomic,gene,gene:643751
gene:643752,genomic,gene,gene:643752
gene:64376,genomic,gene,gene:64376
gene:64377,genomic,gene,gene:64377
gene:643770,genomic,gene,gene:643770
gene:643779,genomic,gene,gene:643779
gene:643783,genomic,gene,gene:643783
gene:64380,genomic,gene,gene:64380
gene:643802,genomic,gene,gene:643802
gene:643803,genomic,gene,gene:643803
gene:64381,genomic,gene,gene:64381
gene:643812,genomic,gene,gene:643812
gene:643827,genomic,gene,gene:643827
gene:643834,genomic,gene,gene:643834
gene:643836,genomic,gene,gene:643836
gene:643837,genomic,gene,gene:643837
gene:643847,genomic,gene,gene:643847
gene:64385,genomic,gene,gene:64385
gene:643853,genomic,gene,gene:643853
gene:643858,genomic,gene,gene:643858
gene:64386,genomic,gene,gene:64386
gene:643863,genomic,gene,gene:643863
gene:643866,genomic,gene,gene:643866
gene:643873,genomic,gene,gene:643873
gene:64388,genomic,gene,gene:64388
gene:6439,genomic,gene,gene:6439
gene:643904,genomic,gene,gene:643904
gene:643905,genomic,gene,gene:643905
gene:643909,genomic,gene,gene:643909
gene:643911,genomic,gene,gene:643911
gene:64393,genomic,gene,gene:64393
gene:643949,genomic,gene,gene:643949
gene:64395,genomic,gene,gene:64395
gene:643955,genomic,gene,gene:643955
gene:64396,genomic,gene,gene:64396
gene:643960,genomic,gene,gene:643960
gene:643965,genomic,gene,gene:643965
gene:64397,genomic,gene,gene:64397
gene:64398,genomic,gene,gene:64398
gene:643988,genomic,gene,gene:643988
gene:64399,genomic,gene,gene:64399
gene:643997,genomic,gene,gene:643997
gene:644,genomic,gene,gene:644
gene:6440,genomic,gene,gene:6440
gene:64400,genomic,gene,gene:64400
gene:644019,genomic,gene,gene:644019
gene:644029,genomic,gene,gene:644029
gene:64403,genomic,gene,gene:64403
gene:644030,genomic,gene,gene:644030
gene:644037,genomic,gene,gene:644037
gene:644041,genomic,gene,gene:644041
gene:64405,genomic,gene,gene:64405
gene:644054,genomic,gene,gene:644054
gene:64407,genomic,gene,gene:64407
gene:644070,genomic,gene,gene:644070
gene:644076,genomic,gene,gene:644076
gene:64409,genomic,gene,gene:64409
gene:644096,genomic,gene,gene:644096
gene:6441,genomic,gene,gene:6441
gene:64410,genomic,gene,gene:64410
gene:644100,genomic,gene,gene:644100
gene:644101,genomic,gene,gene:644101
gene:64411,genomic,gene,gene:64411
gene:64412,genomic,gene,gene:64412
gene:644128,genomic,gene,gene:644128
gene:644131,genomic,gene,gene:644131
gene:644139,genomic,gene,gene:644139
gene:644145,genomic,gene,gene:644145
gene:644150,genomic,gene,gene:644150
gene:644157,genomic,gene,gene:644157
gene:644165,genomic,gene,gene:644165
gene:644166,genomic,gene,gene:644166
gene:644168,genomic,gene,gene:644168
gene:64417,genomic,gene,gene:64417
gene:644172,genomic,gene,gene:644172
gene:64418,genomic,gene,gene:64418
gene:644186,genomic,gene,gene:644186
gene:64419,genomic,gene,gene:64419
gene:644191,genomic,gene,gene:644191
gene:644192,genomic,gene,gene:644192
gene:6442,genomic,gene,gene:6442
gene:64420,genomic,gene,gene:64420
gene:64421,genomic,gene,gene:64421
gene:644214,genomic,gene,gene:644214
gene:64422,genomic,gene,gene:64422
gene:64423,genomic,gene,gene:64423
gene:644242,genomic,gene,gene:644242
gene:644246,genomic,gene,gene:644246
gene:64425,genomic,gene,gene:64425
gene:64426,genomic,gene,gene:64426
gene:64427,genomic,gene,gene:64427
gene:64428,genomic,gene,gene:64428
gene:64429,genomic,gene,gene:64429
gene:644297,genomic,gene,gene:644297
gene:6443,genomic,gene,gene:6443
gene:64430,genomic,gene,gene:64430
